PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
US,Educational Services,Communications Equipment Operators,23120,28630,35240,46940,49270
TN,Cross-industry,"Farming, Fishing, and Forestry Occupations",21290,25310,29840,38090,51210
ID,Cross-industry,Computer and Mathematical Occupations,35630,48340,74170,99510,128880
US,Construction,Architecture and Engineering Occupations,46070,59190,75480,94600,119440
US,Information,Supervisors of Personal Care and Service Workers,24410,29700,35750,44660,56940
US,"Arts, Entertainment, and Recreation",Information and Record Clerks,18770,22760,27370,29920,37240
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Food Processing Workers,37400,43060,48280,55100,61730
US,Administrative and Support and Waste Management and Remediation Services,Air Transportation Workers,50120,62190,86830,137610,162690
US,Construction,"Arts, Design, Entertainment, Sports, and Media Occupations",36220,46840,55010,71270,87190
US,"Agriculture, Forestry, Fishing and Hunting","Sales Representatives, Wholesale and Manufacturing",37180,48750,63810,97630,129600
OH,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",23180,30280,47940,64190,98260
US,Educational Services,Physical Scientists,48210,57000,65110,99210,130330
US,"Professional, Scientific, and Technical Services",Other Office and Administrative Support Workers,23810,29450,37130,47270,60120
US,Management of Companies and Enterprises,Assemblers and Fabricators,23390,28990,36360,44850,48620
GA,Cross-industry,Protective Service Occupations,22890,29570,39270,51410,66020
US,Finance and Insurance,Secretaries and Administrative Assistants,29290,37080,47630,62160,79790
US,Administrative and Support and Waste Management and Remediation Services,Legal Occupations,35220,46770,64640,99880,182960
OR,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29770,37080,49700,78030,101990
IA,Cross-industry,Food Preparation and Serving Related Occupations,18080,21600,23970,29880,37460
AR,Cross-industry,Sales and Related Occupations,22880,23350,28350,38130,62610
US,Retail Trade,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",26190,29690,29960,36770,39170
KS,Cross-industry,Construction and Extraction Occupations,29490,36610,46450,59740,77160
US,Health Care and Social Assistance,Operations Specialties Managers,60010,77490,100340,132450,179690
US,Transportation and Warehousing,Rail Transportation Workers,48030,61250,64030,80920,82670
US,Cross-industry,Other Teachers and Instructors,23080,29210,37310,50540,77280
FL,Cross-industry,Construction and Extraction Occupations,29150,35630,39870,48910,63010
FL,Cross-industry,Computer and Mathematical Occupations,38300,57720,78370,102600,131180
FL,Cross-industry,Architecture and Engineering Occupations,38260,58350,77250,101000,129310
VA,Cross-industry,Educational Instruction and Library Occupations,28800,37790,59070,79300,115440
US,"Professional, Scientific, and Technical Services",Air Transportation Workers,49260,73920,109030,151940,171210
UT,Cross-industry,Sales and Related Occupations,22090,24050,29920,48170,79080
US,Management of Companies and Enterprises,Supervisors of Sales Workers,37920,60410,90870,126370,167130
CO,Cross-industry,Food Preparation and Serving Related Occupations,26490,28390,29910,36590,47820
MI,Cross-industry,Transportation and Material Moving Occupations,23610,29240,36900,47560,60700
US,Construction,Agricultural Workers,23160,29390,34680,40230,48940
CT,Cross-industry,Food Preparation and Serving Related Occupations,25920,28080,29340,36650,47960
NV,Cross-industry,Community and Social Service Occupations,30730,39560,57910,66370,80920
LA,Cross-industry,Architecture and Engineering Occupations,37890,58770,78210,104340,133290
US,Management of Companies and Enterprises,Other Personal Care and Service Workers,23890,28610,36590,47130,59910
NH,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,24660,29260,35380,39120,48470
ID,Cross-industry,Transportation and Material Moving Occupations,23310,28760,36360,47120,61090
US,"Arts, Entertainment, and Recreation",Religious Workers,21880,22210,27230,38910,59380
US,Retail Trade,Printing Workers,23900,28990,30850,37550,46910
US,Management of Companies and Enterprises,Tour and Travel Guides,23550,28590,28730,36060,47460
US,Information,Supervisors of Sales Workers,38050,61070,90690,129420,165980
US,Retail Trade,Engineers,59820,77750,99340,127140,132250
MN,Cross-industry,Healthcare Support Occupations,26410,29030,29990,37240,47250
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Community and Social Service Occupations,36620,42010,54410,73690,88670
MN,Cross-industry,Educational Instruction and Library Occupations,29720,37180,49140,76770,96710
US,Manufacturing,Funeral Service Workers,31620,32390,45880,55410,113160
US,Accommodation and Food Services,"Drafters, Engineering Technicians, and Mapping Technicians",29640,29640,32550,37720,60220
WA,Cross-industry,Food Preparation and Serving Related Occupations,29570,30560,34830,38940,50090
US,Administrative and Support and Waste Management and Remediation Services,Media and Communication Workers,37070,47630,61970,86840,123390
US,Retail Trade,"Other Installation, Maintenance, and Repair Occupations",24500,29710,37280,47390,59770
UT,Cross-industry,Legal Occupations,36340,47120,76130,113760,163680
US,"Agriculture, Forestry, Fishing and Hunting",Other Teachers and Instructors,22440,24440,37410,46060,57300
NY,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",37300,49160,77620,103280,162420
US,"Arts, Entertainment, and Recreation",Health Technologists and Technicians,28120,29850,30800,37220,47110
US,Construction,Supervisors of Food Preparation and Serving Workers,30670,32330,49180,63150,65510
US,"Professional, Scientific, and Technical Services",Personal Care and Service Occupations,18880,22810,28130,30640,38650
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Life, Physical, and Social Science Occupations",39050,50860,73300,99090,124800
US,Administrative and Support and Waste Management and Remediation Services,Business Operations Specialists,34510,44460,60590,82410,126300
US,Construction,Grounds Maintenance Workers,26520,30260,37840,46430,55260
US,Construction,Healthcare Practitioners and Technical Occupations,38390,47860,89400,100940,100940
SD,Cross-industry,Computer and Mathematical Occupations,38210,49080,69350,98020,124440
SD,Cross-industry,Food Preparation and Serving Related Occupations,22450,23010,23970,29080,31180
US,Real Estate and Rental and Leasing,Healthcare Diagnosing or Treating Practitioners,45520,47380,55060,61200,72700
GA,Cross-industry,Personal Care and Service Occupations,17730,21000,23890,30720,47200
US,Cross-industry,"Drafters, Engineering Technicians, and Mapping Technicians",37100,47090,60290,76600,95860
ID,Cross-industry,Healthcare Support Occupations,22290,23420,28870,36070,38790
US,Manufacturing,Other Production Occupations,28820,31020,38100,48090,60650
US,"Professional, Scientific, and Technical Services",Religious Workers,20520,22330,47220,56920,77210
IL,Cross-industry,"Installation, Maintenance, and Repair Occupations",29540,37350,48630,67450,90000
US,Cross-industry,Assemblers and Fabricators,27420,29910,37170,46460,58640
US,"Agriculture, Forestry, Fishing and Hunting",Healthcare Practitioners and Technical Occupations,37270,48400,79170,163980,171090
NM,Cross-industry,Legal Occupations,37050,46920,69260,99510,162820
AR,Cross-industry,Production Occupations,23710,29000,36190,45850,59250
US,Retail Trade,Other Personal Care and Service Workers,19340,27060,30400,38200,47980
SD,Cross-industry,Healthcare Practitioners and Technical Occupations,36930,47380,60450,77030,126800
US,Retail Trade,Food Processing Workers,23370,28810,31610,37710,47310
NH,Cross-industry,"Life, Physical, and Social Science Occupations",39000,50410,73180,98750,129380
US,Retail Trade,Educational Instruction and Library Occupations,22530,29120,39850,60200,71460
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Art and Design Workers,44960,60660,78300,99360,115020
US,Information,Computer Occupations,48380,74730,102300,151960,169190
US,Retail Trade,Life Scientists,42870,52320,62040,90000,105960
US,Health Care and Social Assistance,Secretaries and Administrative Assistants,28990,30770,37660,47000,59110
US,Management of Companies and Enterprises,Other Office and Administrative Support Workers,29040,34590,38190,48060,60840
US,Educational Services,"Arts, Design, Entertainment, Sports, and Media Occupations",23350,30920,48370,63160,84830
US,Wholesale Trade,Mathematical Science Occupations,49180,63090,89010,127070,150040
US,Management of Companies and Enterprises,Cooks and Food Preparation Workers,19930,27020,28560,38290,48460
NM,Cross-industry,Community and Social Service Occupations,30440,38120,47670,61140,76670
US,Wholesale Trade,"Material Recording, Scheduling, Dispatching, and Distributing Workers",28960,31270,37720,47270,59660
DC,Cross-industry,Business and Financial Operations Occupations,60490,77240,100620,127360,161290
FL,Cross-industry,Community and Social Service Occupations,29240,36730,46400,60040,77480
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Sales and Related Occupations,22880,27970,36850,59810,76980
UT,Cross-industry,Community and Social Service Occupations,29030,35890,47040,61860,80020
US,Accommodation and Food Services,Tour and Travel Guides,22750,24800,30100,43310,57480
US,Health Care and Social Assistance,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",59840,76890,99860,132450,187380
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Protective Service Occupations,34440,44630,60670,79330,101910
NC,Cross-industry,Transportation and Material Moving Occupations,22850,28350,31280,42810,58000
US,Transportation and Warehousing,"Supervisors of Farming, Fishing, and Forestry Workers",46640,49400,61270,73620,83140
US,"Professional, Scientific, and Technical Services",Cooks and Food Preparation Workers,18820,24560,28350,36000,47670
AR,Cross-industry,Management Occupations,36390,48810,77150,119020,162820
KY,Cross-industry,"Installation, Maintenance, and Repair Occupations",28890,36740,47200,60730,77170
US,Health Care and Social Assistance,Supervisors of Food Preparation and Serving Workers,31090,38370,47120,58720,65730
FL,Cross-industry,Sales and Related Occupations,21990,23140,29590,48060,78010
IL,Cross-industry,Personal Care and Service Occupations,22880,23920,29470,38580,59770
US,Administrative and Support and Waste Management and Remediation Services,Supervisors of Sales Workers,33880,38800,51050,77450,104150
US,Retail Trade,Other Food Preparation and Serving Related Workers,19790,23500,27360,31600,38150
US,Finance and Insurance,Occupational Health and Safety Specialists and Technicians,60550,74350,82410,104070,126370
US,"Arts, Entertainment, and Recreation",Computer Occupations,36090,41520,60320,78660,102910
NC,Cross-industry,"Installation, Maintenance, and Repair Occupations",29110,36910,47380,60470,76490
DE,Cross-industry,Architecture and Engineering Occupations,47490,62400,92860,120700,134190
CT,Cross-industry,Protective Service Occupations,28990,36370,53640,77640,98720
US,Manufacturing,Other Healthcare Practitioners and Technical Occupations,47000,60240,73680,93660,118180
AL,Cross-industry,Transportation and Material Moving Occupations,18580,24050,30110,39290,59120
US,"Agriculture, Forestry, Fishing and Hunting",Health Technologists and Technicians,36130,37150,47380,60570,77210
US,Cross-industry,"Farming, Fishing, and Forestry Occupations",26990,29120,29860,37140,48140
MO,Cross-industry,Business and Financial Operations Occupations,37820,48360,63460,91880,122780
US,Real Estate and Rental and Leasing,Supervisors of Building and Grounds Cleaning and Maintenance Workers,31920,38070,47010,60010,76600
US,"Arts, Entertainment, and Recreation",Business and Financial Operations Occupations,30900,41620,59680,78010,104350
US,Retail Trade,Mathematical Science Occupations,38520,61200,95570,136710,165590
WY,Cross-industry,Production Occupations,29200,37400,49070,78490,98610
KY,Cross-industry,Office and Administrative Support Occupations,23380,29180,36760,46710,59840
US,"Arts, Entertainment, and Recreation",Other Personal Care and Service Workers,19990,26350,36060,49490,71660
US,Retail Trade,"Drafters, Engineering Technicians, and Mapping Technicians",34270,37710,47690,60360,67250
US,"Arts, Entertainment, and Recreation",Mathematical Science Occupations,47430,49140,62780,80750,115580
MN,Cross-industry,"Installation, Maintenance, and Repair Occupations",35120,42440,51010,63970,79290
AR,Cross-industry,Community and Social Service Occupations,28890,35570,38470,49990,63460
US,Construction,Office and Administrative Support Occupations,28250,32390,42870,50710,63430
US,Retail Trade,Supervisors of Office and Administrative Support Workers,30030,37680,47810,61030,76820
US,Construction,Social Scientists and Related Workers,49630,64740,83260,125930,170440
WV,Cross-industry,Legal Occupations,30140,46360,62640,99510,136610
MT,Cross-industry,Personal Care and Service Occupations,19260,22680,28350,35840,48040
US,Other Services (except Public Administration),"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",28800,35350,46390,58600,70190
US,Educational Services,"Librarians, Curators, and Archivists",30230,44000,60130,76660,97450
NE,Cross-industry,Construction and Extraction Occupations,30050,37170,46640,59380,75410
US,Retail Trade,Water Transportation Workers,18740,18880,38390,62550,95490
DE,Cross-industry,Educational Instruction and Library Occupations,28790,38620,61010,77630,93910
MD,Cross-industry,Food Preparation and Serving Related Occupations,24440,24740,28560,33740,43220
US,"Arts, Entertainment, and Recreation","Entertainers and Performers, Sports and Related Workers",24400,30900,48840,82780,171730
US,Construction,Business and Financial Operations Occupations,46820,59510,77300,100060,128540
US,Other Services (except Public Administration),Motor Vehicle Operators,23850,29760,37300,47130,59480
UT,Cross-industry,Healthcare Support Occupations,23420,28690,29990,37340,45250
NC,Cross-industry,Business and Financial Operations Occupations,38950,50130,75300,99340,129970
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Protective Service Workers,22920,29050,38190,47070,58340
US,Retail Trade,Motor Vehicle Operators,22310,24440,30120,38300,48320
US,Utilities,Occupational Health and Safety Specialists and Technicians,74490,82370,99550,117670,130610
WY,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",24580,30150,39140,58550,78970
ID,Cross-industry,Business and Financial Operations Occupations,35290,47100,61480,80060,104030
US,Real Estate and Rental and Leasing,Computer and Mathematical Occupations,37020,48420,77470,103310,135380
US,Management of Companies and Enterprises,Other Teachers and Instructors,29160,30310,37430,49550,61960
WY,Cross-industry,Management Occupations,37770,60900,82050,125300,161520
US,"Agriculture, Forestry, Fishing and Hunting",Building Cleaning and Pest Control Workers,22090,28090,30070,30710,35870
US,Retail Trade,Agricultural Workers,22640,26000,29580,35160,39470
US,Manufacturing,Food Processing Workers,23470,29010,31830,37550,46690
US,Other Services (except Public Administration),Personal Appearance Workers,21490,24960,29450,37690,52070
US,Construction,Other Management Occupations,59640,76640,98500,127040,163900
US,Finance and Insurance,"Sales Representatives, Services",35540,44680,61090,98290,162680
DC,Cross-industry,Architecture and Engineering Occupations,61790,79570,114050,150070,172490
LA,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",18980,28460,37940,55200,77680
US,Information,Grounds Maintenance Workers,24600,29970,38370,48240,61620
DE,Cross-industry,"Life, Physical, and Social Science Occupations",46600,61420,79800,119180,135170
US,"Agriculture, Forestry, Fishing and Hunting",Business and Financial Operations Occupations,37240,47280,61620,78890,102660
US,Information,Legal Support Workers,37080,50830,73700,95800,107220
US,"Mining, Quarrying, and Oil and Gas Extraction",Extraction Workers,33450,37840,47820,61160,77540
US,Real Estate and Rental and Leasing,Building and Grounds Cleaning and Maintenance Occupations,23770,28780,31500,39830,58150
MO,Cross-industry,Healthcare Support Occupations,22550,22830,27800,30230,37950
ME,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,28350,29470,30750,38370,47880
US,Accommodation and Food Services,Community and Social Service Occupations,25630,30530,37220,49630,75940
MO,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",23490,30160,44480,61730,80630
US,Accommodation and Food Services,Cooks and Food Preparation Workers,19040,23130,28880,31470,38010
AL,Cross-industry,Office and Administrative Support Occupations,22860,28650,35950,45520,57900
US,"Professional, Scientific, and Technical Services","Material Recording, Scheduling, Dispatching, and Distributing Workers",28960,34770,45750,59220,75410
US,"Mining, Quarrying, and Oil and Gas Extraction",Media and Communication Workers,48690,50620,79680,105170,133580
US,Accommodation and Food Services,Grounds Maintenance Workers,22860,25140,29970,36740,44960
US,Management of Companies and Enterprises,Financial Clerks,31410,37480,46880,48950,61440
TN,Cross-industry,Management Occupations,46730,62560,97680,131200,198120
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Business and Financial Operations Occupations,47310,60550,78400,100210,120200
US,"Agriculture, Forestry, Fishing and Hunting",Architecture and Engineering Occupations,37930,49130,76190,80020,98690
US,Finance and Insurance,Grounds Maintenance Workers,23770,27390,37230,47940,99270
US,Retail Trade,Art and Design Workers,24440,29130,32280,42500,60250
US,Cross-industry,Financial Specialists,43720,59150,77300,101430,140710
US,Cross-industry,"Material Recording, Scheduling, Dispatching, and Distributing Workers",29180,36070,42030,55390,67230
US,Manufacturing,Occupational Health and Safety Specialists and Technicians,41410,55100,74870,96130,116910
US,Wholesale Trade,Supervisors of Sales Workers,45630,59810,77380,102310,155570
US,Cross-industry,Computer Occupations,47360,62460,97430,128020,163550
US,Health Care and Social Assistance,Other Protective Service Workers,27580,30910,37100,45980,50110
US,Management of Companies and Enterprises,Other Protective Service Workers,29930,36590,46210,62080,80620
US,"Mining, Quarrying, and Oil and Gas Extraction","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",38110,47120,59950,75500,79020
US,Administrative and Support and Waste Management and Remediation Services,Construction and Extraction Occupations,28660,31630,41780,50810,73580
US,"Mining, Quarrying, and Oil and Gas Extraction",Other Transportation Workers,36090,37910,47120,47890,60430
MO,Cross-industry,Educational Instruction and Library Occupations,23640,33870,46920,61120,80020
US,Educational Services,"Sales Representatives, Wholesale and Manufacturing",30410,49570,75410,81060,104100
ID,Cross-industry,Food Preparation and Serving Related Occupations,17510,18480,22710,28930,35810
US,Other Services (except Public Administration),"Life, Physical, and Social Science Occupations",36910,47400,61610,82410,127990
US,Other Services (except Public Administration),"Other Installation, Maintenance, and Repair Occupations",28320,33040,45920,58860,72210
ND,Cross-industry,"Farming, Fishing, and Forestry Occupations",28380,29410,36760,46180,58090
MN,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29390,38210,52360,76920,99290
UT,Cross-industry,Food Preparation and Serving Related Occupations,18260,21870,25020,29980,38300
US,Transportation and Warehousing,Motor Vehicle Operators,29750,37540,47880,60470,76690
WV,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",23540,29220,37640,49220,73890
US,Transportation and Warehousing,Other Construction and Related Workers,38270,48240,61370,63390,80160
US,Manufacturing,Other Teachers and Instructors,30470,36910,49720,76680,91690
US,Health Care and Social Assistance,Air Transportation Workers,62910,77540,81370,99050,106230
US,Other Services (except Public Administration),Other Educational Instruction and Library Occupations,23240,28870,31580,46700,62040
US,Finance and Insurance,"Arts, Design, Entertainment, Sports, and Media Occupations",47230,60110,77240,99700,129860
FL,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",27820,35370,48070,64020,98030
US,Accommodation and Food Services,Other Construction and Related Workers,22670,28820,37270,38000,48610
US,"Agriculture, Forestry, Fishing and Hunting",Operations Specialties Managers,53520,77370,98240,126830,167920
NY,Cross-industry,Sales and Related Occupations,28430,29440,37410,69650,127740
US,Educational Services,Other Office and Administrative Support Workers,22750,28860,36570,46420,54200
DE,Cross-industry,Protective Service Occupations,28350,31450,44870,63780,90700
US,"Mining, Quarrying, and Oil and Gas Extraction",Assemblers and Fabricators,23380,37750,47780,61530,73450
US,Cross-industry,"Sales Representatives, Services",30460,39540,60550,90100,131660
CT,Cross-industry,Office and Administrative Support Occupations,29310,36900,46890,59880,75760
VT,Cross-industry,Business and Financial Operations Occupations,41370,50120,64650,85920,103240
ID,Cross-industry,"Life, Physical, and Social Science Occupations",31510,38980,55220,77500,100530
US,Information,Other Educational Instruction and Library Occupations,22970,29340,60440,79580,98920
US,"Agriculture, Forestry, Fishing and Hunting",Educational Instruction and Library Occupations,22680,26000,37410,46640,57300
CA,Cross-industry,Architecture and Engineering Occupations,59110,76920,99830,130510,166610
US,Health Care and Social Assistance,Building Cleaning and Pest Control Workers,22490,24800,29830,36060,43720
NY,Cross-industry,Protective Service Occupations,30570,37540,49620,77640,100890
US,Transportation and Warehousing,"Installation, Maintenance, and Repair Occupations",36330,46420,59770,76580,95850
DC,Cross-industry,Protective Service Occupations,36790,48860,62080,79310,126670
SD,Cross-industry,Office and Administrative Support Occupations,23860,29320,36750,38880,48220
WV,Cross-industry,Business and Financial Operations Occupations,31090,45140,60550,79380,101340
US,Wholesale Trade,Construction and Extraction Occupations,29850,36990,46730,60590,78630
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Teachers and Instructors,29420,37300,58600,78310,99960
MO,Cross-industry,Sales and Related Occupations,22380,23440,29020,47060,76750
HI,Cross-industry,Educational Instruction and Library Occupations,30360,38870,59840,75560,94860
AL,Cross-industry,Healthcare Support Occupations,17960,22440,25410,29980,37630
US,Manufacturing,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",28350,31320,47240,47340,60050
US,Management of Companies and Enterprises,Supervisors of Protective Service Workers,46170,60580,81260,104330,133180
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Counselors, Social Workers, and Other Community and Social Service Specialists",36630,42000,54220,73310,88030
US,Administrative and Support and Waste Management and Remediation Services,Law Enforcement Workers,30710,36900,39820,50420,73670
US,Administrative and Support and Waste Management and Remediation Services,Cooks and Food Preparation Workers,21320,24290,28570,30720,36940
US,Management of Companies and Enterprises,Financial Specialists,48630,61770,79270,101830,130850
US,"Arts, Entertainment, and Recreation",Postsecondary Teachers,21550,37500,61550,104520,125250
AR,Cross-industry,Legal Occupations,29000,36760,50960,80750,163170
US,Construction,Supervisors of Personal Care and Service Workers,30050,38150,38150,61820,78630
WA,Cross-industry,Computer and Mathematical Occupations,61200,80870,127370,151960,189240
US,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29010,37270,51190,79200,122420
US,Wholesale Trade,Supervisors of Office and Administrative Support Workers,39900,48740,61840,78540,99530
US,Information,Social Scientists and Related Workers,36960,48350,63170,100690,135170
US,Real Estate and Rental and Leasing,Building Cleaning and Pest Control Workers,23420,28410,31050,40990,58570
US,Cross-industry,Supervisors of Personal Care and Service Workers,28820,34330,45070,58330,72840
US,Finance and Insurance,Food Preparation and Serving Related Occupations,30150,36600,41920,69300,81720
US,Utilities,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",61330,77750,97480,102220,122460
DE,Cross-industry,Personal Care and Service Occupations,22070,23340,29120,38390,56820
US,Health Care and Social Assistance,"Material Recording, Scheduling, Dispatching, and Distributing Workers",28820,30280,37560,47270,59560
OH,Cross-industry,Personal Care and Service Occupations,19450,22150,24710,34990,47260
US,Finance and Insurance,"Entertainers and Performers, Sports and Related Workers",49690,74120,81740,104090,130870
NV,Cross-industry,Business and Financial Operations Occupations,34050,47950,62170,80700,106410
US,Health Care and Social Assistance,"Supervisors of Farming, Fishing, and Forestry Workers",35630,37240,43890,47340,61980
US,Administrative and Support and Waste Management and Remediation Services,"Sales Representatives, Wholesale and Manufacturing",27250,34280,49410,77320,102880
US,Construction,Community and Social Service Occupations,30670,36230,46550,56070,59850
US,Cross-industry,Cooks and Food Preparation Workers,19760,23450,29100,33130,38320
US,Cross-industry,Water Transportation Workers,30490,42320,62760,99340,133620
US,Administrative and Support and Waste Management and Remediation Services,Printing Workers,23090,24560,29810,37270,44680
GA,Cross-industry,Legal Occupations,36440,47330,74780,130140,206170
NJ,Cross-industry,Community and Social Service Occupations,30570,42080,58580,76630,97760
US,Educational Services,Supervisors of Building and Grounds Cleaning and Maintenance Workers,31000,38590,48950,61730,74020
NY,Cross-industry,Healthcare Practitioners and Technical Occupations,46660,60680,80470,110530,164210
MI,Cross-industry,Legal Occupations,38570,49260,77010,123230,165450
US,Manufacturing,Supervisors of Transportation and Material Moving Workers,38650,48520,61640,77520,92900
US,Manufacturing,Social Scientists and Related Workers,47470,59100,128900,163560,167720
US,Educational Services,Architecture and Engineering Occupations,37590,50870,74620,99100,126780
US,Transportation and Warehousing,Secretaries and Administrative Assistants,27250,33330,39730,48480,61160
US,Information,Life Scientists,76090,120650,127690,163350,177470
WI,Cross-industry,Community and Social Service Occupations,30640,38430,48610,61140,76280
US,Accommodation and Food Services,Architecture and Engineering Occupations,36440,46690,77500,97400,99650
CT,Cross-industry,Personal Care and Service Occupations,26220,28420,30000,39280,59770
US,Finance and Insurance,Business Operations Specialists,46980,59370,76800,99040,127640
US,Accommodation and Food Services,Agricultural Workers,23320,28690,29950,31500,46840
WA,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",34190,44040,61970,81190,116840
US,Cross-industry,"Baggage Porters, Bellhops, and Concierges",22660,28220,30720,38320,49620
WV,Cross-industry,Office and Administrative Support Occupations,22700,28560,34050,42710,50410
US,Finance and Insurance,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",36590,37580,52880,61400,98170
US,Cross-industry,Production Occupations,27590,30040,37710,48310,62310
US,Finance and Insurance,Supervisors of Construction and Extraction Workers,49650,63000,79350,124970,190750
US,Retail Trade,Food and Beverage Serving Workers,21600,23910,28820,30850,37470
US,Utilities,"Sales Representatives, Services",38950,62110,91340,120360,134190
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",38000,47760,60350,72650,80280
US,Construction,Building and Grounds Cleaning and Maintenance Occupations,23890,29490,36060,45090,52110
US,Management of Companies and Enterprises,Educational Instruction and Library Occupations,29330,36590,46460,62050,96100
US,Retail Trade,"Textile, Apparel, and Furnishings Workers",22820,28350,31370,37820,48050
AL,Cross-industry,Management Occupations,46900,62790,94650,127400,182160
DC,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",49130,62840,80810,124430,163700
US,Real Estate and Rental and Leasing,Production Occupations,25280,29650,37550,51000,70360
NH,Cross-industry,Architecture and Engineering Occupations,48810,62420,80170,105560,132250
MI,Cross-industry,Personal Care and Service Occupations,22540,23570,28560,37290,48850
US,Cross-industry,Firefighting and Prevention Workers,29070,37320,50930,69650,82470
UT,Cross-industry,Architecture and Engineering Occupations,37650,51980,77040,99630,127110
US,"Mining, Quarrying, and Oil and Gas Extraction",Personal Care and Service Occupations,31510,46640,59380,60380,62600
US,Accommodation and Food Services,Sales and Related Occupations,17730,21080,23990,29650,36650
MI,Cross-industry,Computer and Mathematical Occupations,39750,60370,79020,101980,129400
US,Cross-industry,Other Sales and Related Workers,23280,28560,36590,61090,101890
US,Retail Trade,Healthcare Diagnosing or Treating Practitioners,49200,101730,127800,131980,161310
MS,Cross-industry,Healthcare Practitioners and Technical Occupations,29320,38210,59210,76690,121470
AL,Cross-industry,Community and Social Service Occupations,28120,36360,45520,58720,64070
US,"Agriculture, Forestry, Fishing and Hunting",Supervisors of Building and Grounds Cleaning and Maintenance Workers,34870,37870,46030,61790,65340
US,"Professional, Scientific, and Technical Services",Postsecondary Teachers,60490,60490,96790,149970,180750
AL,Cross-industry,"Life, Physical, and Social Science Occupations",37380,47540,62070,81080,107970
WY,Cross-industry,Computer and Mathematical Occupations,38420,48340,61870,80190,102390
US,Real Estate and Rental and Leasing,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",31590,38020,47820,60000,65400
US,Information,Media and Communication Equipment Workers,29120,37130,49550,78070,102910
US,Administrative and Support and Waste Management and Remediation Services,Healthcare Support Occupations,23160,28780,30150,37460,46550
ND,Cross-industry,Educational Instruction and Library Occupations,29130,37310,48650,61560,77920
US,"Agriculture, Forestry, Fishing and Hunting",Production Occupations,27020,29360,30480,37600,47370
US,Utilities,Computer and Mathematical Occupations,61640,78160,100690,127120,151760
US,"Arts, Entertainment, and Recreation","Counselors, Social Workers, and Other Community and Social Service Specialists",26200,29350,36230,48260,72970
OK,Cross-industry,Management Occupations,38150,59890,83230,126600,168400
US,Wholesale Trade,Other Healthcare Support Occupations,23110,30170,37680,46960,59730
US,"Arts, Entertainment, and Recreation",Cooks and Food Preparation Workers,22330,26520,30460,36630,39830
KS,Cross-industry,Architecture and Engineering Occupations,47010,60110,77310,99040,126780
US,"Arts, Entertainment, and Recreation",Occupational Health and Safety Specialists and Technicians,38000,47320,60370,77480,99470
DC,Cross-industry,Production Occupations,32590,41010,62020,85950,101780
MA,Cross-industry,Architecture and Engineering Occupations,55190,74130,96320,126450,160840
US,Wholesale Trade,"Librarians, Curators, and Archivists",36180,39080,47350,75600,98030
UT,Cross-industry,Computer and Mathematical Occupations,37680,51700,78980,106190,134070
